Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2005-01-03,0.9510648250579834,0.9784140496917849,0.9406955957967057,0.9734549970211324,691992000
2005-01-04,0.960832417011261,0.9838234895157596,0.9462557048686199,0.9585780008304743,1096810400
2005-01-05,0.9692474603652954,0.9805179348127224,0.9624850151902115,0.9686457611446911,680433600
2005-01-06,0.9699990153312683,0.9754082897810147,0.9516657461129726,0.9718016052312626,705555200
2005-01-07,1.0406262874603271,1.0463368152137997,0.9730045100401401,0.9767610692458369,2227450400
2005-01-10,1.0362688302993774,1.0624156715778625,1.0200392963293219,1.0493417995135452,1725309600
2005-01-11,0.970149040222168,1.0391231759061337,0.963837716807299,1.0255991837338232,2611627200
2005-01-12,0.9836742877960205,0.990286062028091,0.9512153105789506,0.9835237124099224,1919702400
2005-01-13,1.048891544342041,1.1183167059247707,1.0478397239519086,1.1076471241532806,3164716800
2005-01-14,1.0549014806747437,1.0777427810614975,1.0397246738733996,1.0556529527563152,1770742400
2005-01-18,1.061664342880249,1.062415815256279,1.0180854656558107,1.0496423899309204,1006460000
2005-01-19,1.0500938892364502,1.0738364545273935,1.0481407222646633,1.059260532193871,751895200
2005-01-20,1.05880868434906,1.0709812087011001,1.0439323249465382,1.0466369625303338,914922400
2005-01-21,1.0592595338821411,1.075939283214296,1.051896291939889,1.0715819293041646,911332800
2005-01-24,1.063316822052002,1.0786450092590218,1.0601611604270382,1.0666231593218365,841629600
2005-01-25,1.0827018022537231,1.0945730745168676,1.066022051789246,1.0724832468738732,969231200
2005-01-26,1.0857077836990356,1.0932207995513545,1.0702297251103026,1.091868530932268,739496800
2005-01-27,1.0915683507919312,1.0957759336279491,1.075189043276168,1.0843548787229438,496227200
2005-01-28,1.1117041110992432,1.1117041110992432,1.0885623575538461,1.0912677980483942,801612000
2005-01-31,1.1555835008621216,1.1704606670942606,1.1196692218530602,1.1207211426977568,1681097600
2005-02-01,1.1650503873825073,1.168657072831911,1.1507748228155055,1.157837718700431,678395200
2005-02-02,1.1966071128845215,1.2008146945468956,1.1674543893273712,1.171361522593617,1020062400
2005-02-03,1.169257402420044,1.1936016396212619,1.1620447372374105,1.1886425874697952,731651200
2005-02-04,1.1847357749938965,1.1860881439250948,1.1650502349861274,1.1701598642058126,563556000
2005-02-07,1.186239242553711,1.1923999919630697,1.1646004290883902,1.1860885668724568,524456800
2005-02-08,1.2156918048858643,1.2229044721072309,1.183984217965414,1.1881918997681236,890019200
2005-02-09,1.1832332611083984,1.2320716436220864,1.1736164007313672,1.2177960757302235,1191456000
2005-02-10,1.1775232553482056,1.1913476945761654,1.1519773151798722,1.1829325306591458,1093019200
2005-02-11,1.2203510999679565,1.2286156923122995,1.1862394051112435,1.200063850602403,1201054400
2005-02-14,1.2717429399490356,1.2741471293084299,1.2329733551161974,1.2431911097352868,1271463200
2005-02-15,1.3285452127456665,1.3386130932212328,1.2923296941055067,1.3022478018052932,2312217600
2005-02-16,1.3543919324874878,1.3554437529426686,1.312616452938255,1.324638404616736,1639243200
2005-02-17,1.3195295333862305,1.3656623705104205,1.31411945426398,1.362206259887024,1518473600
2005-02-18,1.304502248764038,1.3202806555719866,1.2960870850909103,1.3184773632206033,1163254400
2005-02-22,1.281661033630371,1.3268926166713,1.281661033630371,1.2968378424314018,1219293600
2005-02-23,1.325840711593628,1.329146145933548,1.2855681823827527,1.3031491807209235,1345181600
2005-02-24,1.3363597393035889,1.3420694638426742,1.3183269130228388,1.329597391829552,1519028000
2005-02-25,1.3372608423233032,1.351086083542366,1.3252388934371617,1.3467279264378138,915510400
2005-02-28,1.3482308387756348,1.3566460021634608,1.321181956005251,1.3428206609549158,651610400
2005-03-01,1.3374112844467163,1.3557437515057928,1.3271927292277856,1.3521378694156867,468188000
2005-03-02,1.325990080833435,1.349131825886787,1.3247883877861715,1.3298972133824645,458161200
2005-03-03,1.2559646368026733,1.3347063152815228,1.2388339572052065,1.3335046216721504,1411653600
2005-03-04,1.2866203784942627,1.292630451912816,1.2577680936708253,1.2851174337936775,756618800
2005-03-07,1.2848166227340698,1.2998436578987966,1.2727947739056251,1.2863187644772178,450632000
2005-03-08,1.218096137046814,1.2670842768206132,1.2051729426859348,1.2592707119136508,1021451200
2005-03-09,1.1826317310333252,1.2105818521394502,1.1670039037260789,1.191347340779327,1322465200
2005-03-10,1.1970582008361816,1.209981394913053,1.1751189461583904,1.188042140235262,777109200
2005-03-11,1.2102820873260498,1.2198998500209906,1.1961572962150806,1.2084787944395086,632830800
2005-03-14,1.2117847204208374,1.2259104095802413,1.1877417262902406,1.2177955943493113,605385200
2005-03-15,1.2310194969177246,1.2364295755178811,1.2096811357265642,1.2214026383046337,508608800
2005-03-16,1.237630844116211,1.271591941286483,1.2256098000562625,1.2385329917176755,697813200
2005-03-17,1.269789695739746,1.2887238644937429,1.2418386638044867,1.2481500868280409,801920000
2005-03-18,1.2911280393600464,1.3055541776298023,1.277302697594592,1.3022478406811848,940150400
2005-03-21,1.3133679628372192,1.3214826801358364,1.2881224654897347,1.3010456626473548,541128000
2005-03-22,1.2872205972671509,1.3211816924419155,1.2827125680741671,1.313667775431526,551415200
2005-03-23,1.2788058519363403,1.3043517957237316,1.262876766780806,1.275799962904421,609823200
2005-03-24,1.2773027420043945,1.2923297776175826,1.2773027420043945,1.289625139929212,352704800
2005-03-28,1.2782049179077148,1.291128112641898,1.2764015251258076,1.2848166893302393,275410800
2005-03-29,1.254762053489685,1.2872211208073034,1.247249036273357,1.2791063038195583,461356000
2005-03-30,1.286319375038147,1.286319375038147,1.2568662878691597,1.264380210284722,394959600
2005-03-31,1.2523577213287354,1.2779036622761981,1.2499535320172137,1.2757998210744443,636134800
2005-04-01,1.2289154529571533,1.2676858373963136,1.2192985959289497,1.2649803972753768,641284000
2005-04-04,1.2349262237548828,1.2415380940116068,1.2069760996605394,1.2319212385699312,580014400
2005-04-05,1.2589695453643799,1.2694885511796064,1.2349265477605622,1.2388337819009925,556239600
2005-04-06,1.2721937894821167,1.2866199268295762,1.2667837121060093,1.2742976304376465,414825600
2005-04-07,1.3091598749160767,1.314870400240608,1.2697895019799172,1.2721936908236189,506987600
2005-04-08,1.314570426940918,1.335908789360813,1.308559451076125,1.3133679308178994,649950000
2005-04-11,1.259871482849121,1.3298974252117481,1.2595710344602886,1.3268924397401374,821662800
2005-04-12,1.2821110486984253,1.2980401296521744,1.2625760855943717,1.2770022224286088,981061200
2005-04-13,1.2334232330322266,1.2920290189929833,1.2138882719952397,1.2908273259144498,1371946800
2005-04-14,1.1198188066482544,1.1889436175450787,1.1071960595814472,1.1664026610055098,2753192400
2005-04-15,1.0624154806137085,1.1195182343861831,1.0603116395102496,1.1005841660383802,1728087200
2005-04-18,1.0705301761627197,1.0909672887274868,1.0218424867554565,1.0518964562556241,1327177600
2005-04-19,1.1147099733352661,1.125228879009908,1.0780433254793034,1.0999833850107565,1081642800
2005-04-20,1.0672237873077393,1.1342447449530553,1.0651200466622912,1.1318405559153935,945131600
2005-04-21,1.1174145936965942,1.1183166412312566,1.0789454564134844,1.0939723926295377,759592400
2005-04-22,1.0669232606887817,1.1120050621309476,1.0488912423284735,1.1071957815583136,839129200
2005-04-25,1.1114031076431274,1.1126056030642935,1.0852563810590317,1.096676526319811,746460400
2005-04-26,1.0876610279083252,1.127332659652503,1.0855571866966374,1.1053926013020448,810507600
2005-04-27,1.0804485082626343,1.0927700053166247,1.0672240607341272,1.0786451152307062,613888800
2005-04-28,1.0681259632110596,1.0921689577055413,1.0591091004402529,1.090666013488192,575106000
2005-04-29,1.083754062652588,1.0888636930536282,1.0585084657723407,1.0864587008236382,671630400
2005-05-02,1.0948741436004639,1.101486720265554,1.0825526432065384,1.0882622691523534,465920000
2005-05-03,1.0882620811462402,1.1041911683635095,1.0828528043688415,1.0939726089559176,496739600
2005-05-04,1.1165134906768799,1.11801553243111,1.0849565695018693,1.08525701797939,448176400
2005-05-05,1.1023876667022705,1.120119342850774,1.096076342832738,1.1195184459124377,387366000
2005-05-06,1.1192179918289185,1.121922629695551,1.1056938996456844,1.1086989859530483,326247600
2005-05-09,1.1111032962799072,1.125529437571791,1.1044915238475557,1.120420609723358,355695200
2005-05-10,1.0945731401443481,1.1195181819040583,1.0918685026595452,1.104491247738558,440263600
2005-05-11,1.070229411125183,1.0720328032493156,0.9950937572289053,1.0579071177405421,2041981200
2005-05-12,1.025749683380127,1.0696279897244743,1.0218424497992555,1.0645191631930349,970242000
2005-05-13,1.0449841022491455,1.0588085392158033,1.0239461958978262,1.027853328799961,702713200
2005-05-16,1.0684263706207275,1.0729344009898023,1.0377708010710187,1.038672848538167,474294800
2005-05-17,1.062716007232666,1.0657218962949349,1.0380714085759628,1.0561042350325234,588344400
2005-05-18,1.077142357826233,1.1288359554450729,1.0515964088050136,1.0654208528238007,636722800
2005-05-19,1.1285346746444702,1.1324418094367306,1.0753389361374799,1.0753389361374799,793161600
2005-05-20,1.1285346746444702,1.131540564213005,1.1177153180250066,1.11951861100605,452650800
2005-05-23,1.194954514503479,1.199162096936648,1.1375513049116994,1.1375513049116994,1042574400
2005-05-24,1.1931514739990234,1.2018669888413647,1.1730156051488938,1.1856383551154794,593460000
2005-05-25,1.1955550909042358,1.2006647195378792,1.181730653822757,1.1871399282938144,396006800
2005-05-26,1.2244073152542114,1.2304181884456584,1.20036432407166,1.20036432407166,525520800
2005-05-27,1.2189971208572388,1.2259102418767311,1.2024680474275413,1.221402212442895,316008000
2005-05-31,1.194954514503479,1.2244076918523408,1.1895444360488905,1.2220034020262491,404205200
